date,1. open,2. high,3. low,4. close,5. volume
2024-12-31,1770.05,1781.35,1768.0,1772.45,107155.0
2024-12-30,1794.95,1815.0,1771.35,1778.7,292506.0
2024-12-27,1790.25,1803.0,1789.5,1797.85,218692.0
2024-12-26,1797.5,1811.4,1781.75,1791.75,104648.0
2024-12-24,1803.95,1806.15,1789.1,1797.65,196465.0
2024-12-23,1780.0,1805.9,1780.0,1801.0,143342.0
2024-12-20,1787.95,1797.35,1766.9,1772.05,249342.0
2024-12-19,1795.05,1800.2,1779.0,1793.45,186084.0
2024-12-18,1832.5,1835.65,1807.45,1811.2,102823.0
2024-12-17,1856.05,1862.25,1826.35,1832.85,104055.0
2024-12-16,1863.0,1870.0,1855.1,1864.8,133759.0
2024-12-13,1855.2,1874.55,1829.0,1872.05,228126.0
2024-12-12,1849.95,1868.65,1849.35,1858.95,150771.0
2024-12-11,1865.0,1871.05,1857.0,1863.7,66488.0
2024-12-10,1870.25,1875.0,1858.65,1868.05,79717.0
2024-12-09,1853.05,1880.0,1849.55,1869.8,298070.0
2024-12-06,1859.75,1864.15,1843.7,1856.5,308836.0
2024-12-05,1862.0,1879.0,1835.9,1863.8,204004.0
2024-12-04,1838.0,1865.0,1831.2,1860.05,470447.0
2024-12-03,1819.9,1837.0,1816.4,1826.85,292413.0
2024-12-02,1797.65,1808.0,1775.0,1804.55,177517.0
2024-11-29,1794.05,1804.25,1783.1,1797.65,473090.0
2024-11-28,1818.0,1836.05,1788.0,1792.9,215760.0
2024-11-27,1787.15,1817.2,1785.3,1811.0,220040.0
2024-11-26,1800.0,1804.1,1770.0,1785.4,223498.0
2024-11-25,1779.0,1801.9,1765.0,1784.6,1236300.0
2024-11-22,1740.15,1753.8,1729.3,1745.95,437651.0
2024-11-21,1756.05,1758.75,1733.7,1741.95,182127.0
2024-11-19,1715.05,1753.65,1704.0,1742.25,198285.0
2024-11-18,1706.2,1718.8,1694.6,1704.5,390479.0
2024-11-14,1674.95,1704.6,1674.0,1693.1,418478.0
2024-11-13,1711.3,1729.0,1672.5,1681.25,379694.0
2024-11-12,1767.2,1773.25,1708.8,1718.35,320337.0
2024-11-11,1753.0,1782.5,1751.55,1766.6,1008339.0
2024-11-08,1747.05,1761.45,1746.15,1754.55,167441.0
2024-11-07,1749.95,1760.1,1737.8,1746.15,131631.0
2024-11-06,1765.2,1772.0,1745.25,1754.15,223185.0
2024-11-05,1707.95,1762.5,1698.0,1757.95,280370.0
2024-11-04,1741.4,1743.6,1710.0,1714.05,345175.0
2024-11-01,1748.95,1748.95,1728.75,1737.8,44886.0
2024-10-31,1730.0,1739.65,1719.05,1734.95,511754.0
2024-10-30,1747.95,1755.0,1724.4,1735.0,182610.0
2024-10-29,1725.1,1763.7,1725.1,1751.0,287101.0
2024-10-28,1738.8,1750.9,1728.95,1734.3,2396045.0
2024-10-25,1757.0,1758.35,1729.0,1742.6,774016.0
2024-10-24,1737.55,1768.65,1737.55,1750.1,236712.0
2024-10-23,1702.3,1746.45,1702.3,1735.7,267503.0
2024-10-22,1729.0,1740.0,1710.95,1714.1,445656.0
2024-10-21,1720.05,1748.2,1710.5,1728.8,1400462.0
2024-10-18,1662.4,1691.0,1654.05,1681.15,371781.0
2024-10-17,1692.4,1698.25,1665.15,1673.35,351314.0
2024-10-16,1677.55,1707.7,1677.55,1699.95,300565.0
2024-10-15,1692.55,1698.0,1675.65,1684.4,250762.0
2024-10-14,1658.0,1692.0,1654.95,1688.5,772437.0
2024-10-11,1664.0,1665.05,1643.2,1650.25,554980.0
2024-10-10,1643.0,1665.0,1633.0,1662.3,314242.0
2024-10-09,1651.95,1656.55,1629.0,1633.7,488265.0
2024-10-08,1619.65,1657.0,1619.65,1651.3,242368.0
2024-10-07,1654.95,1659.8,1613.4,1619.65,2165817.0
2024-10-04,1668.95,1690.4,1652.4,1656.8,1035087.0
2024-10-03,1710.05,1725.9,1673.8,1682.15,4622696.0
2024-10-01,1724.1,1742.0,1720.05,1726.15,115295.0
2024-09-30,1751.0,1752.0,1724.0,1732.0,725769.0
2024-09-27,1778.1,1778.1,1750.0,1752.85,232369.0
2024-09-26,1778.8,1787.8,1768.1,1782.3,327890.0
2024-09-25,1762.65,1787.9,1760.9,1778.85,3498766.0
2024-09-24,1764.0,1781.8,1754.0,1768.45,249810.0
2024-09-23,1742.2,1766.65,1739.95,1759.25,979531.0
2024-09-20,1715.25,1745.0,1707.55,1742.15,1837269.0
2024-09-19,1696.0,1718.9,1696.0,1708.15,272965.0
2024-09-18,1671.0,1698.8,1671.0,1694.35,272150.0
2024-09-17,1672.55,1677.0,1663.85,1668.7,341205.0
2024-09-16,1660.6,1677.65,1660.6,1671.0,426415.0
2024-09-13,1672.0,1674.0,1657.15,1665.35,445093.0
2024-09-12,1648.3,1669.5,1647.35,1666.0,564550.0
2024-09-11,1650.0,1652.2,1639.1,1644.35,230766.0
2024-09-10,1652.4,1654.0,1638.0,1650.6,287723.0
2024-09-09,1638.2,1649.7,1629.65,1647.5,555998.0
2024-09-06,1640.8,1647.05,1634.0,1637.0,761127.0
2024-09-05,1643.3,1649.9,1641.8,1645.25,266263.0
2024-09-04,1637.0,1643.7,1631.6,1641.95,302917.0
2024-09-03,1635.05,1639.95,1624.85,1637.8,227643.0
2024-09-02,1645.7,1645.7,1620.2,1626.15,942021.0
2024-08-30,1655.0,1660.75,1622.95,1632.95,1281233.0
2024-08-29,1642.0,1644.4,1631.15,1638.5,1096032.0
2024-08-28,1635.6,1640.2,1630.25,1636.4,108039.0
2024-08-27,1640.85,1647.35,1632.2,1637.05,123591.0
2024-08-26,1631.05,1647.55,1631.05,1639.6,1173047.0
2024-08-23,1634.0,1634.85,1622.95,1625.6,739004.0
2024-08-22,1632.0,1638.0,1628.1,1631.75,448191.0
2024-08-21,1626.5,1634.35,1618.0,1626.5,156538.0
2024-08-20,1629.95,1645.8,1628.15,1637.4,438046.0
2024-08-19,1635.75,1637.05,1623.15,1631.55,595399.0
2024-08-16,1622.0,1634.6,1611.6,1632.35,977686.0
2024-08-14,1607.9,1613.55,1603.1,1607.9,305981.0
2024-08-13,1628.0,1631.55,1601.2,1603.6,970561.0
2024-08-12,1641.25,1675.6,1641.25,1661.05,1536607.0
2024-08-09,1655.95,1662.5,1646.1,1649.5,485526.0
2024-08-08,1627.3,1652.95,1619.0,1642.1,490151.0
2024-08-07,1620.95,1628.5,1603.0,1624.9,133278.0
